OID_,pointid,grid_code,dCSI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDVI_NDBI,dCSI_cat
167,207,0.1070746,-0.1226202,0.1577484,0.0778521,0.0292422,1.204918,0.0267115,0.0551253,0.130216,19.1160336,149.7859039,1.0998116,0.1827082,1
168,208,0.1325418,0.0639791,0.1624155,0.0674675,0.0234165,1.3030303,0.0267115,0.1104348,0.1356147,18.7559147,136.8921661,1.4954515,0.1581046,1
169,209,0.1729047,0.0639791,0.1624155,0.0674675,0.0234165,1.3030303,0.0267115,0.1104348,0.1356147,18.3679466,121.7109604,1.9275044,0.1984675,1
170,210,0.1249168,0.0982715,0.1478858,0.07368,0.0302447,1.3471032,0.012005,0.0605774,0.1363933,17.9628372,107.5258636,2.3711007,0.2013644,1
171,211,0.1085827,0.0982715,0.1478858,0.07368,0.0302447,1.3471032,0.012005,0.0605774,0.1363933,17.3151703,108.4466705,2.9688265,0.1850303,1
172,212,0.1432777,0.1070412,0.1522777,0.0688129,0.013547,1.3516539,0.012005,0.0996564,0.1439773,16.6699028,109.3862076,3.5652337,0.1882439,1
173,213,0.1344836,0.1070412,0.1522777,0.0688129,0.013547,1.3516539,0.0180693,0.0996564,0.1439773,16.0186405,110.8170624,4.0144453,0.1794498,1
174,214,0.1200367,0.1170274,0.1591517,0.0768936,0.0269974,1.3546679,0.0180693,0.0895947,0.1397226,15.328476,114.4999771,3.771071,0.1708001,2
175,215,0.1245761,0.1170274,0.1591517,0.0768936,0.0269974,1.3546679,0.0180693,0.0895947,0.1397226,14.6383114,118.180481,3.5296578,0.1753395,2
176,216,0.1077716,0.0512614,0.1529077,0.0740671,0.0186849,1.2898089,0.0285773,0.0913601,0.1248258,14.0917053,130.4220428,3.1702564,0.1416234,1
177,217,0.1043715,0.0512614,0.1529077,0.0740671,0.0186849,1.2898089,0.0285773,0.0913601,0.1248258,13.8950415,163.4160004,2.5189826,0.1382233,1
178,218,0.1279309,0.1677266,0.1697807,0.0617512,0.0214577,1.3138686,0.0285773,0.1023751,0.1209144,13.6971779,196.1504669,1.8684368,0.1467025,2
179,219,0.13038,0.1677266,0.1697807,0.0617512,0.0214577,1.3138686,0.0224108,0.1023751,0.1209144,13.5574055,211.7104797,1.5303429,0.1491516,2
180,220,0.1509571,0.009755,0.1566372,0.0844223,0.0441382,1.3109328,0.0224108,0.017734,0.125822,13.5019655,202.4962006,1.6431398,0.2592868,1
181,221,0.1455503,0.009755,0.1566372,0.0844223,0.0441382,1.3109328,0.0224108,0.017734,0.125822,13.444128,193.2032471,1.7510349,0.25388,1
182,225,0.1413359,0.0565872,0.2033543,0.1425159,0.0443959,0.9397511,0.0458506,-0.1286031,0.0267686,13.8549118,311.8366699,5.3814716,0.2961746,1
183,228,0.1579207,0.0741951,0.1951913,0.080846,0.0203396,1.4071025,-0.0118545,0.110348,0.160147,14.4615536,226.5805206,5.1357007,0.2086156,1
184,229,0.136612,0.0741951,0.1951913,0.080846,0.0203396,1.4071025,-0.0118545,0.110348,0.160147,14.680088,224.0476379,5.3659286,0.1873069,1
185,230,0.1999072,0.1572359,0.1929366,0.0795029,0.0266417,1.4384859,0.0161299,0.111215,0.1630363,18.7268429,210.8412323,4.7063556,0.2526855,2
186,231,0.1954986,0.1572359,0.1929366,0.0795029,0.0266417,1.4384859,0.0161299,0.111215,0.1630363,19.3484936,189.4085388,4.0072742,0.2482769,2
187,232,0.1568306,-0.0259143,0.1503359,0.0753573,0.0283703,1.3583151,0.0095363,0.1299381,0.1505576,19.9689445,167.781723,3.3076165,0.1778615,1
188,233,0.120242,-0.0259143,0.1503359,0.0753573,0.0283703,1.3583151,0.0095363,0.1299381,0.1505576,20.1746216,153.6417389,2.9613645,0.1412729,1
189,234,0.0961155,0.0381838,0.139444,0.0662602,0.0250098,1.2788883,0.0095363,0.101227,0.1413021,20.0990467,144.7155762,2.8566115,0.1367721,1
190,235,0.123428,0.0381838,0.139444,0.0662602,0.0250098,1.2788883,0.0329674,0.101227,0.1413021,20.0222702,135.8542786,2.7542551,0.1640846,1
191,236,0.1653262,0.0411892,0.1508424,0.0838156,0.0261577,1.3053057,0.0329674,0.0964859,0.1373158,19.7527828,131.5685577,2.5704086,0.2067043,1
192,237,0.1372026,0.0411892,0.1508424,0.0838156,0.0261577,1.3053057,0.0329674,0.0964859,0.1373158,19.4059715,129.0951996,2.3522608,0.1785807,1
193,238,0.1548523,0.0223066,0.1596434,0.0787787,0.0159744,1.2799642,0.0295734,0.0523416,0.1391723,19.0591602,126.6053772,2.1331198,0.2423201,1
194,239,0.1769231,0.0223066,0.1596434,0.0787787,0.0159744,1.2799642,0.0295734,0.0523416,0.1391723,18.8449764,136.7341156,1.8980265,0.2643909,1
195,240,0.1418234,0.0083206,0.1665313,0.0901499,0.0437943,1.340803,0.0295734,0.1145101,0.1385482,18.660265,149.5730896,1.6606294,0.1662489,1
196,241,0.1087655,0.0083206,0.1665313,0.0901499,0.0437943,1.340803,0.0267115,0.1145101,0.1385482,18.477953,162.5355988,1.4241695,0.133191,1
197,242,0.1618871,0.0873007,0.1727032,0.0690558,0.0143266,1.3608406,0.0267115,0.0651653,0.143547,18.3167763,141.5646362,1.6224,0.2410089,1
198,243,0.1568297,0.0873007,0.1727032,0.0690558,0.0143266,1.3608406,0.0267115,0.0651653,0.143547,18.1543961,118.7322235,1.8475568,0.2359515,1
199,244,0.1380021,0.0964068,0.1804368,0.0687876,0.0215739,1.479762,0.012005,0.1536524,0.1585274,17.9452667,97.3495331,2.1058338,0.1429988,1
200,245,0.1848831,0.0964068,0.1804368,0.0687876,0.0215739,1.479762,0.012005,0.1536524,0.1585274,17.0720119,96.5093155,2.8275352,0.1898798,1
201,246,0.1721053,0.1543934,0.1951044,0.076524,0.0265925,1.4318573,0.012005,0.124591,0.1572571,16.2011585,95.6878204,3.5479181,0.2054242,2
202,247,0.1615854,0.1543934,0.1951044,0.076524,0.0265925,1.4318573,0.0180693,0.124591,0.1572571,15.3644714,95.7282104,4.0613799,0.1949043,2
203,248,0.1852043,0.2440478,0.1901566,0.0872675,0.0427283,1.4331896,0.0180693,0.1222511,0.1482331,14.6743078,99.6375427,3.6335504,0.2116658,3
204,249,0.1506245,0.2440478,0.1901566,0.0872675,0.0427283,1.4331896,0.0180693,0.1222511,0.1482331,13.9841433,103.5444565,3.2076819,0.177086,3
205,250,0.1197053,0.1251187,0.1568237,0.085738,0.0331885,1.3022908,0.0285773,0.0426698,0.1391211,13.473526,123.3227463,2.6959152,0.2167325,2
206,251,0.1433406,0.1251187,0.1568237,0.085738,0.0331885,1.3022908,0.0285773,0.0426698,0.1391211,13.3896551,180.7296753,1.9761055,0.2403678,2
207,252,0.1547264,0.1803449,0.1850501,0.079286,0.0224145,1.4115093,0.0285773,0.113784,0.1636776,13.3045855,237.877121,1.2570239,0.2055669,2
208,253,0.1487583,0.1803449,0.1850501,0.079286,0.0224145,1.4115093,0.0224108,0.113784,0.1636776,13.324892,270.616333,1.0729443,0.1995988,2
209,254,0.1888367,-0.0653615,0.1724304,0.0767534,0.0312632,1.3845718,0.0224108,0.0991313,0.1450049,13.4950399,268.8079529,1.6470395,0.2353793,1
210,255,0.1483176,-0.0653615,0.1724304,0.0767534,0.0312632,1.3845718,0.0224108,0.0991313,0.1450049,13.6627913,266.9209595,2.216233,0.1948602,1
211,259,0.1437356,0.0759397,0.163887,0.092465,0.0352057,1.1960695,0.0458506,0.0262572,0.1103883,14.9814501,317.1125183,6.8047218,0.2281112,1
212,260,0.1332477,0.204281,0.1840914,0.0889181,0.0356176,1.2768362,0.0458506,0.0846262,0.1331256,16.1776562,314.4393005,7.9933405,0.1822996,3
213,261,0.1550104,0.204281,0.1840914,0.0889181,0.0356176,1.2768362,0.0458506,0.0846262,0.1331256,17.3714657,311.7586975,9.1833181,0.2040623,3
214,265,0.1729141,0.0741951,0.1951913,0.080846,0.0203396,1.4071025,0.0426976,0.110348,0.160147,13.7796965,226.1781464,4.5583372,0.223609,1
215,267,0.1523616,-0.0259143,0.1503359,0.0753573,0.0283703,1.3583151,0.0120982,0.1299381,0.1505576,19.4179192,201.6748962,3.8921578,0.1733925,1
216,268,0.1114232,-0.0259143,0.1503359,0.0753573,0.0283703,1.3583151,0.0120982,0.1299381,0.1505576,19.6847134,190.357605,3.5384235,0.1324541,1
217,269,0.1193856,0.0381838,0.139444,0.0662602,0.0250098,1.2788883,0.0120982,0.101227,0.1413021,19.689909,178.1716919,3.3430164,0.1600422,1
218,270,0.1464416,0.0381838,0.139444,0.0662602,0.0250098,1.2788883,0.0173414,0.101227,0.1413021,19.6951046,165.9658508,3.1456366,0.1870982,1
219,271,0.1651198,0.0411892,0.1508424,0.0838156,0.0261577,1.3053057,0.0173414,0.0964859,0.1373158,19.4761162,161.8951263,2.9774606,0.2064979,1
220,272,0.1340489,0.0223066,0.1596434,0.0787787,0.0159744,1.2799642,0.028764,0.0523416,0.1391723,18.5485077,164.8535461,2.3762167,0.2215167,1
221,273,0.14192,0.0083206,0.1665313,0.0901499,0.0437943,1.340803,0.028764,0.1145101,0.1385482,18.2369022,170.6643524,2.0613372,0.1663455,1
222,274,0.1270903,0.0083206,0.1665313,0.0901499,0.0437943,1.340803,0.0144801,0.1145101,0.1385482,17.9240971,176.4335175,1.7470161,0.1515158,1
223,275,0.1454505,0.0873007,0.1727032,0.0690558,0.0143266,1.3608406,0.0144801,0.0651653,0.143547,17.969553,155.4750671,1.7390004,0.2245723,1
224,276,0.1789976,0.0873007,0.1727032,0.0690558,0.0143266,1.3608406,0.0144801,0.0651653,0.143547,18.0310307,132.9177704,1.7491106,0.2581194,1
225,277,0.2059702,0.0964068,0.1804368,0.0687876,0.0215739,1.479762,0.0045873,0.1536524,0.1585274,18.0194569,110.9506454,1.8197287,0.2109669,1
226,278,0.1905381,0.0964068,0.1804368,0.0687876,0.0215739,1.479762,0.0045873,0.1536524,0.1585274,17.0357018,100.4148865,2.6862159,0.1955348,1
227,279,0.1534061,0.1543934,0.1951044,0.076524,0.0265925,1.4318573,0.0045873,0.124591,0.1572571,16.0495472,90.2037735,3.550549,0.186725,2
228,280,0.1895634,0.1543934,0.1951044,0.076524,0.0265925,1.4318573,-0.000222,0.124591,0.1572571,15.1042824,82.7784576,4.1515851,0.2228823,2
229,281,0.2596714,0.2440478,0.1901566,0.0872675,0.0427283,1.4331896,-0.000222,0.1222511,0.1482331,14.3508034,86.3761215,3.5970421,0.2861329,3
230,282,0.1870935,0.2440478,0.1901566,0.0872675,0.0427283,1.4331896,-0.000222,0.1222511,0.1482331,13.5997238,89.9928894,3.0418947,0.213555,3
231,283,0.1350024,0.1251187,0.1568237,0.085738,0.0331885,1.3022908,0.0065682,0.0426698,0.1391211,13.0756788,115.8884506,2.4183152,0.2320296,2
232,284,0.1645367,0.1251187,0.1568237,0.085738,0.0331885,1.3022908,0.0065682,0.0426698,0.1391211,13.0739498,193.4270325,1.6371827,0.2615639,2
233,285,0.2129849,0.1803449,0.1850501,0.079286,0.0224145,1.4115093,0.0065682,0.113784,0.1636776,13.0722218,270.9068909,0.8562309,0.2638254,2
234,286,0.1948387,0.1803449,0.1850501,0.079286,0.0224145,1.4115093,0.0057168,0.113784,0.1636776,13.2153416,317.3020325,0.7936426,0.2456792,2
235,287,0.1953526,-0.0653615,0.1724304,0.0767534,0.0312632,1.3845718,0.0057168,0.0991313,0.1450049,13.5604248,320.4622192,1.7322905,0.2418952,1
236,288,0.1438447,-0.0653615,0.1724304,0.0767534,0.0312632,1.3845718,0.0057168,0.0991313,0.1450049,13.905508,323.681366,2.6706855,0.1903873,1
237,289,0.1117166,0.0664263,0.1647194,0.081472,0.035227,1.2186002,0.0097102,0.0658307,0.1108269,14.2868929,324.429657,3.8761573,0.1570435,1
238,290,0.1215834,0.0664263,0.1647194,0.081472,0.035227,1.2186002,0.0097102,0.0658307,0.1108269,14.6971693,322.9801636,5.3156867,0.1669103,1
239,291,0.1575162,0.0759397,0.163887,0.092465,0.0352057,1.1960695,0.0097102,0.0262572,0.1103883,15.1038523,321.5228577,6.7565937,0.2418918,1
240,292,0.1438492,0.0759397,0.163887,0.092465,0.0352057,1.1960695,0.0131743,0.0262572,0.1103883,16.1433697,319.799469,7.9356666,0.2282248,1
241,293,0.1270492,0.204281,0.1840914,0.0889181,0.0356176,1.2768362,0.0131743,0.0846262,0.1331256,17.5237064,317.9285889,8.9762764,0.1761011,3
242,294,0.2028154,0.204281,0.1840914,0.0889181,0.0356176,1.2768362,0.0131743,0.0846262,0.1331256,18.9040432,316.0485229,10.019928,0.2518673,3
243,295,0.1600506,0.0928254,0.1625344,0.0876289,0.0336803,1.2034221,0.0130223,0.0359679,0.1185589,20.2843819,316.9851074,9.7387962,0.2429952,1
244,296,0.125996,0.0928254,0.1625344,0.0876289,0.0336803,1.2034221,0.0130223,0.0359679,0.1185589,21.6647205,318.7718811,9.0577936,0.2089406,1
245,298,0.1724953,0.1126617,0.1760966,0.0718424,0.0256884,1.3483965,0.0120982,0.1244416,0.138732,18.490036,200.2964172,3.7745626,0.1870367,1
246,299,0.1563494,0.1126617,0.1760966,0.0718424,0.0256884,1.3483965,0.0120982,0.1244416,0.138732,18.708992,189.1109009,3.6111209,0.1708908,1
247,300,0.1834751,0.1366609,0.1964437,0.0620068,0.0058729,1.2915905,0.0120982,0.0945582,0.1320904,18.7141876,178.795929,3.6009665,0.221482,2
248,301,0.1972335,0.1366609,0.1964437,0.0620068,0.0058729,1.2915905,0.0173414,0.0945582,0.1320904,18.7193832,168.4610443,3.5888391,0.2352404,2
249,302,0.1236479,0.1148425,0.1561216,0.0675266,0.0190114,1.2902339,0.028764,0.0693407,0.1258517,17.9911118,174.1682129,2.8018124,0.1806564,1
250,303,0.114519,0.1608013,0.1464521,0.0684352,0.0371338,1.362923,0.028764,0.0500815,0.1332625,17.7923012,183.8924103,2.4344745,0.1982588,2
251,304,0.1223843,0.1608013,0.1464521,0.0684352,0.0371338,1.362923,0.0144801,0.0500815,0.1332625,17.592289,193.5749664,2.0676949,0.2061241,2
252,305,0.1359247,0.1103088,0.1618161,0.0692093,0.0156727,1.3776919,0.0144801,0.1078818,0.152352,17.8604546,194.0492249,1.8317375,0.181138,1
253,306,0.1715594,0.1103088,0.1618161,0.0692093,0.0156727,1.3776919,0.0144801,0.1078818,0.152352,18.1475201,193.8741455,1.6041703,0.2167727,1
254,307,0.1908662,0.0645665,0.1559964,0.0732524,0.0372168,1.4300056,0.0045873,0.1414891,0.1447651,18.355999,190.4803314,1.473887,0.1942107,1
255,308,0.1416687,0.0645665,0.1559964,0.0732524,0.0372168,1.4300056,0.0045873,0.1414891,0.1447651,17.5978336,149.4258881,2.5428941,0.1450132,1
256,309,0.1170421,0.1692138,0.1929016,0.0894549,0.0277998,1.45885,0.0045873,0.1392528,0.1630102,16.8372669,108.6960907,3.6097472,0.1413513,2
257,310,0.1888183,0.1692138,0.1929016,0.0894549,0.0277998,1.45885,-0.000222,0.1392528,0.1630102,16.0331993,76.2747116,4.3781219,0.2131275,2
258,311,0.244582,0.2512488,0.2189239,0.0875233,0.0301842,1.5060172,-0.000222,0.1283716,0.1628688,15.0541325,78.0751953,3.8804021,0.2798158,3
259,312,0.1707071,0.2512488,0.2189239,0.0875233,0.0301842,1.5060172,-0.000222,0.1283716,0.1628688,14.077466,79.894783,3.3820784,0.2059409,3
260,313,0.1566265,0.0053453,0.1707083,0.0780455,0.0304311,1.2678107,0.0065682,0.0741454,0.1359245,13.400919,106.6293716,2.791513,0.2190346,1
261,314,0.1563249,0.0053453,0.1707083,0.0780455,0.0304311,1.2678107,0.0065682,0.0741454,0.1359245,13.3991899,189.6920471,1.9934047,0.218733,1
262,315,0.1304571,0.0256501,0.188016,0.0862813,0.0345111,1.3343933,0.0065682,0.1065341,0.1480813,13.3974619,272.6960144,1.1954771,0.1726702,1
263,316,0.1880675,0.0256501,0.188016,0.0862813,0.0345111,1.3343933,0.0057168,0.1065341,0.1480813,13.5424252,319.537262,1.142303,0.2302806,1
264,317,0.1806602,-0.0380515,0.1711417,0.0690537,0.0195122,1.4105737,0.0057168,0.1219753,0.1567465,13.8875074,317.1497192,2.1047633,0.2161091,1
265,318,0.1328205,-0.0380515,0.1711417,0.0690537,0.0195122,1.4105737,0.0057168,0.1219753,0.1567465,14.2325907,314.821106,3.0669706,0.1682694,1
266,319,0.1273171,-0.0559373,0.1557857,0.076536,0.0278278,1.3321224,0.0097102,0.0938161,0.1389634,14.796917,313.3872375,4.2160754,0.1730607,1
267,320,0.1208285,-0.0559373,0.1557857,0.076536,0.0278278,1.3321224,0.0097102,0.0938161,0.1389634,15.5455742,312.6741943,5.5258937,0.1665721,1
268,321,0.1194279,-0.0314059,0.146402,0.0703454,0.0256307,1.3077714,0.0097102,0.086292,0.1362525,16.290638,311.9533386,6.8370895,0.1699828,1
269,322,0.1263922,-0.0314059,0.146402,0.0703454,0.0256307,1.3077714,0.0131743,0.086292,0.1362525,17.4516964,311.0472717,7.7814279,0.1769471,1
270,323,0.1436692,0.1479301,0.1655329,0.0823331,0.0329582,1.4191054,0.0131743,0.1349415,0.1457547,18.8320332,310.0393372,8.5355415,0.1546994,2
271,324,0.177977,0.1479301,0.1655329,0.0823331,0.0329582,1.4191054,0.0131743,0.1349415,0.1457547,20.2123699,309.0222473,9.2926979,0.1890072,2
272,325,0.1284623,0.1035061,0.1734011,0.0689945,0.0200723,1.3248175,0.0130223,0.0886196,0.1362306,21.5927067,310.6037292,8.7550364,0.1766551,1
273,326,0.1499876,0.1035061,0.1734011,0.0689945,0.0200723,1.3248175,0.0130223,0.0886196,0.1362306,22.9730453,312.9459534,7.8382034,0.1981804,1
274,327,0.1445515,0.0594134,0.1473166,0.0678607,0.0311299,1.1519966,0.0130223,-0.0071351,0.1064646,24.353384,315.2822876,6.9238729,0.258065,1
275,328,0.2,0.1126617,0.1760966,0.0718424,0.0256884,1.3483965,0.0120982,0.1244416,0.138732,17.7332706,187.8841095,3.6857913,0.2145414,1
276,329,0.2352237,0.1366609,0.1964437,0.0620068,0.0058729,1.2915905,0.0120982,0.0945582,0.1320904,17.7384663,179.440094,3.8608894,0.2732306,2
277,330,0.2152538,0.1366609,0.1964437,0.0620068,0.0058729,1.2915905,0.0173414,0.0945582,0.1320904,17.7436619,170.9761658,4.0340147,0.2532607,2
278,332,0.176414,0.1148425,0.1561216,0.0675266,0.0190114,1.2902339,0.028764,0.0693407,0.1258517,17.5197334,171.7891388,3.6088841,0.2334225,1
279,333,0.1490142,0.1148425,0.1561216,0.0675266,0.0190114,1.2902339,0.028764,0.0693407,0.1258517,17.4349174,183.5245361,3.2268498,0.2060227,1
280,334,0.148623,0.1608013,0.1464521,0.0684352,0.0371338,1.362923,0.028764,0.0500815,0.1332625,17.3488998,197.1621246,2.8070533,0.2323628,2
281,335,0.1312422,0.1608013,0.1464521,0.0684352,0.0371338,1.362923,0.0144801,0.0500815,0.1332625,17.2616806,210.7580566,2.3878152,0.214982,2
282,336,0.1119573,0.1103088,0.1618161,0.0692093,0.0156727,1.3776919,0.0144801,0.1078818,0.152352,17.7537575,232.8615265,1.9219456,0.1571706,1
283,337,0.1395997,0.1103088,0.1618161,0.0692093,0.0156727,1.3776919,0.0144801,0.1078818,0.152352,18.2664089,255.068634,1.4567014,0.184813,1
284,338,0.1641427,0.0645665,0.1559964,0.0732524,0.0372168,1.4300056,0.0045873,0.1414891,0.1447651,18.6949425,269.6853638,1.1301994,0.1674872,1
285,339,0.0981115,0.0645665,0.1559964,0.0732524,0.0372168,1.4300056,0.0045873,0.1414891,0.1447651,18.1623631,198.1122742,2.4017265,0.101456,1
286,340,0.1075426,0.1692138,0.1929016,0.0894549,0.0277998,1.45885,0.0045873,0.1392528,0.1630102,17.6273861,126.8638153,3.6710989,0.1318518,2
287,341,0.1861581,0.1692138,0.1929016,0.0894549,0.0277998,1.45885,-0.000222,0.1392528,0.1630102,16.9597149,69.7518539,4.6052628,0.2104673,2
288,342,0.2285062,0.2512488,0.2189239,0.0875233,0.0301842,1.5060172,-0.000222,0.1283716,0.1628688,15.7550631,69.7551575,4.1643662,0.26374,3
289,343,0.1403332,0.2512488,0.2189239,0.0875233,0.0301842,1.5060172,-0.000222,0.1283716,0.1628688,14.5528097,69.777565,3.7228661,0.175567,3
290,344,0.1393568,0.0053453,0.1707083,0.0780455,0.0304311,1.2678107,0.0065682,0.0741454,0.1359245,13.7261591,97.4290237,3.16453,0.2017649,1
291,345,0.1356579,0.0053453,0.1707083,0.0780455,0.0304311,1.2678107,0.0065682,0.0741454,0.1359245,13.724431,186.0157776,2.3494463,0.198066,1
292,346,0.1203105,0.0256501,0.188016,0.0862813,0.0345111,1.3343933,0.0065682,0.1065341,0.1480813,13.722702,274.5438232,1.5345432,0.1625236,1
293,347,0.2018514,0.0256501,0.188016,0.0862813,0.0345111,1.3343933,0.0057168,0.1065341,0.1480813,13.8695078,321.713562,1.4912164,0.2440645,1
294,348,0.120348,-0.0380515,0.1711417,0.0690537,0.0195122,1.4105737,0.0057168,0.1219753,0.1567465,14.214591,313.7782593,2.4774888,0.1557969,1
295,349,0.1425698,-0.0380515,0.1711417,0.0690537,0.0195122,1.4105737,0.0057168,0.1219753,0.1567465,14.5596733,305.901886,3.4635084,0.1780187,1
296,350,0.1587702,-0.0559373,0.1557857,0.076536,0.0278278,1.3321224,0.0097102,0.0938161,0.1389634,15.3105364,302.3526611,4.554616,0.2045138,1
297,351,0.1198844,-0.0559373,0.1557857,0.076536,0.0278278,1.3321224,0.0097102,0.0938161,0.1389634,16.3975735,302.3760376,5.7347226,0.165628,1
298,352,0.1037528,-0.0314059,0.146402,0.0703454,0.0256307,1.3077714,0.0097102,0.086292,0.1362525,17.4810181,302.3916016,6.9162073,0.1543077,1
299,353,0.1205433,-0.0314059,0.146402,0.0703454,0.0256307,1.3077714,0.0131743,0.086292,0.1362525,18.760025,302.3042603,7.6241465,0.1710982,1
300,354,0.1367479,0.1479301,0.1655329,0.0823331,0.0329582,1.4191054,0.0131743,0.1349415,0.1457547,20.1403599,302.1592712,8.0917654,0.1477781,2
301,355,0.149492,0.1479301,0.1655329,0.0823331,0.0329582,1.4191054,0.0131743,0.1349415,0.1457547,21.5206966,302.005127,8.5624266,0.1605222,2
302,356,0.1244262,0.1035061,0.1734011,0.0689945,0.0200723,1.3248175,0.0130223,0.0886196,0.1362306,22.9010334,304.228241,7.7687731,0.172619,1
303,357,0.1330366,0.1035061,0.1734011,0.0689945,0.0200723,1.3248175,0.0130223,0.0886196,0.1362306,24.2813702,307.125946,6.6161094,0.1812294,1
304,358,0.1360712,0.0594134,0.1473166,0.0678607,0.0311299,1.1519966,0.0130223,-0.0071351,0.1064646,25.6617088,310.0177612,5.4659486,0.2495847,1
305,360,0.1772277,0.1062504,0.178198,0.0939888,0.0285492,1.4406964,0.0120963,0.1385048,0.1547482,16.7872601,178.2566681,3.8395057,0.1938269,1
306,361,0.1442519,0.1062504,0.178198,0.0939888,0.0285492,1.4406964,0.0120963,0.1385048,0.1547482,16.8302746,193.1164246,3.4945695,0.1608511,1
307,362,0.1278049,0.1000158,0.1495307,0.0651295,0.0199496,1.4140708,0.0120963,0.133752,0.1419355,16.8820953,209.9565887,3.1146734,0.1361467,1
308,363,0.1039206,0.1000158,0.1495307,0.0651295,0.0199496,1.4140708,0.0083171,0.133752,0.1419355,16.9315147,226.7906647,2.7308762,0.1122624,1
309,364,0.1010923,0.0699004,0.1315379,0.0698653,0.0398855,1.3089598,0.0083171,0.0688084,0.1341953,17.6275768,263.4728394,2.057899,0.1670885,1
310,365,0.1104478,0.0699004,0.1315379,0.0698653,0.0398855,1.3089598,0.0083171,0.0688084,0.1341953,18.3443718,300.9835815,1.376476,0.176444,1
311,366,0.1100894,-0.0037199,0.1391185,0.0661796,0.0178462,1.2423636,0.0149786,0.0575743,0.1298475,18.9709148,327.6890259,0.8715048,0.1829069,1
312,367,0.0748588,-0.0037199,0.1391185,0.0661796,0.0178462,1.2423636,0.0149786,0.0575743,0.1298475,18.6241055,234.5961609,2.2814231,0.1476763,1
313,368,0.1299927,0.1177123,0.1624454,0.0838762,0.0279977,1.3908046,0.0149786,0.1305928,0.1476286,18.2772961,141.3431396,3.6927478,0.1473634,2
314,369,0.2045567,0.1177123,0.1624454,0.0838762,0.0279977,1.3908046,0.0001083,0.1305928,0.1476286,17.7258739,66.3092651,4.7444439,0.2219274,2
315,370,0.2405842,0.2656497,0.2190433,0.0878268,0.0246249,1.4960674,0.0001083,0.1464877,0.1643192,16.3575363,64.5334167,4.3564234,0.2588556,3
316,371,0.1863799,0.2656497,0.2190433,0.0878268,0.0246249,1.4960674,0.0001083,0.1464877,0.1643192,14.9880018,62.7695694,3.9682183,0.2046513,3
317,372,0.1559539,0.0832362,0.1723814,0.0788848,0.0428243,1.3535792,0.0116135,0.0696266,0.1492503,14.0457487,90.990921,3.4432991,0.2364137,1
318,373,0.1414013,0.0832362,0.1723814,0.0788848,0.0428243,1.3535792,0.0116135,0.0696266,0.1492503,14.0269833,183.8062897,2.6238666,0.2218611,1
319,374,0.1386238,-0.0603617,0.1708428,0.0926871,0.0453529,1.2379576,0.0116135,0.0635995,0.1262626,14.0094175,276.6467896,1.8039559,0.2017942,1
