OID_,pointid,grid_code,dCSI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDVI_NDBI,dCSI_cat
2718,2864,0.1030187,0.2140474,0.1393321,0.0744233,0.0341765,1.2906024,0.0286875,0.0520786,0.1268672,17.989109,228.3217163,0.8516457,0.1783048,3
2719,2865,0.1198638,0.2140474,0.1393321,0.0744233,0.0341765,1.2906024,0.0037047,0.0520786,0.1268672,18.0018826,247.4912567,2.2607629,0.1951499,3
2720,2866,0.1524202,0.3842843,0.1620009,0.0813581,0.032837,1.5562385,0.0037047,0.1508351,0.1768277,18.0110664,266.7391663,3.6700132,0.1791251,3
2721,2867,0.2125378,0.3842843,0.1620009,0.0813581,0.032837,1.5562385,0.0037047,0.1508351,0.1768277,18.4382706,281.9211731,4.8900218,0.2392427,3
2722,2868,0.1811154,0.3852451,0.1877522,0.0758977,0.0273045,1.6438897,-0.0081424,0.1893475,0.1865313,20.1670094,284.3489685,5.5270429,0.178196,3
2723,2869,0.1651448,0.3852451,0.1877522,0.0758977,0.0273045,1.6438897,-0.0081424,0.1893475,0.1865313,21.896944,286.802063,6.167037,0.1622254,3
2724,2870,0.1742306,0.2998681,0.1622378,0.0711063,0.0396163,1.5155015,-0.0081424,0.1531532,0.1587829,23.3776207,290.9022522,6.126658,0.1800007,3
2725,2871,0.1393693,0.2998681,0.1622378,0.0711063,0.0396163,1.5155015,-0.0093992,0.1531532,0.1587829,24.4163475,297.9520569,4.8773108,0.1451394,3
2726,2872,0.0789411,0.2633022,0.1421343,0.0670391,0.022021,1.5745085,-0.0093992,0.1919037,0.173913,25.4540272,305.0122375,3.6270764,0.0603293,3
2727,2873,0.106039,0.2633022,0.1421343,0.0670391,0.022021,1.5745085,-0.0093992,0.1919037,0.173913,25.9940872,266.0693054,2.9759321,0.0874272,3
2728,2874,0.1316743,0.2613223,0.1562154,0.0812267,0.0353175,1.5338037,0.0002185,0.1570862,0.169839,25.9906406,176.7989197,2.9782429,0.1447766,3
2729,2875,0.1757301,0.2613223,0.1562154,0.0812267,0.0353175,1.5338037,0.0002185,0.1570862,0.169839,25.9871941,87.4924545,2.9805534,0.1888324,3
2730,2876,0.1767241,0.3117238,0.1761207,0.0791423,0.0244264,1.3965691,0.0002185,0.1276408,0.1567752,25.3656387,49.1773415,3.3828642,0.2064533,3
2731,2877,0.165075,0.3117238,0.1761207,0.0791423,0.0244264,1.3965691,0.0233752,0.1276408,0.1567752,24.3217869,45.7467117,4.0569587,0.1948042,3
2732,2878,0.0830505,0.1534642,0.1329698,0.0733161,0.0338756,1.2948226,0.0233752,0.0647837,0.1330008,23.2779369,42.3531227,4.7291722,0.1518605,2
2733,2879,0.1008111,0.1534642,0.1329698,0.0733161,0.0338756,1.2948226,0.0233752,0.0647837,0.1330008,22.4805279,34.9919662,4.9975691,0.1696211,2
2734,2880,0.098881,0.1846136,0.1236099,0.0689725,0.0237724,1.3833597,0.0069446,0.126093,0.1461331,21.7834797,26.0006218,5.0979109,0.1192973,2
2735,2881,0.0938757,0.1846136,0.1236099,0.0689725,0.0237724,1.3833597,0.0069446,0.126093,0.1461331,21.0864315,17.0037823,5.1934628,0.114292,2
2736,2882,0.1673096,0.2742901,0.1506494,0.0564388,0.0112231,1.5025438,0.0069446,0.1641861,0.1560114,20.9683704,15.5016699,4.7209878,0.15892,3
2737,2883,0.1032013,0.2742901,0.1506494,0.0564388,0.0112231,1.5025438,0.0107096,0.1641861,0.1560114,20.9724216,15.8077087,4.1333952,0.0948117,3
2738,2884,0.0963222,0.100673,0.1320676,0.0719083,0.0370795,1.4071577,0.0107096,0.106166,0.1467139,20.9776649,16.3774319,3.5491126,0.1375117,1
2739,2885,0.111577,0.100673,0.1320676,0.0719083,0.0370795,1.4071577,0.0107096,0.106166,0.1467139,20.6723194,18.7859726,2.6147041,0.1527665,1
2740,2886,0.1061279,0.0145917,0.1268437,0.0573349,0.0090566,1.2949152,0.0286867,0.1214635,0.1325352,20.35186,21.2449627,1.6625383,0.1173807,1
2741,2887,0.1131757,0.0145917,0.1268437,0.0573349,0.0090566,1.2949152,0.0286867,0.1214635,0.1325352,20.0744286,27.7225475,0.782352,0.1244285,1
2742,2888,0.1312825,0.1871036,0.1397805,0.0722774,0.027249,1.4677334,0.0286867,0.1215741,0.1534989,20.4146519,97.6848755,0.9757127,0.1638143,2
2743,2889,0.17238,0.1871036,0.1397805,0.0722774,0.027249,1.4677334,0.0066318,0.1215741,0.1534989,20.7536812,167.4091339,1.1679016,0.2049118,2
2744,2890,0.1881788,0.2568429,0.1649935,0.0849594,0.0245681,1.4944009,0.0066318,0.1573484,0.1706524,21.0934906,223.1106415,1.3774303,0.2018499,3
2745,2891,0.1478709,0.2568429,0.1649935,0.0849594,0.0245681,1.4944009,0.0066318,0.1573484,0.1706524,21.4420128,214.4951019,1.671914,0.161542,3
2746,2892,0.1533446,0.2088306,0.1679894,0.0823289,0.0317429,1.4249597,0.0031634,0.1053898,0.1542311,21.7905331,205.9414978,1.9649551,0.2029929,3
2747,2893,0.165694,0.2088306,0.1679894,0.0823289,0.0317429,1.4249597,0.0031634,0.1053898,0.1542311,22.1352539,198.1599884,2.1603558,0.2153423,3
2748,2894,0.1104762,0.1523243,0.1428571,0.0764717,0.0282085,1.4229577,0.0031634,0.1400622,0.1470783,22.4700356,191.9984894,2.1232309,0.1176398,2
2749,2895,0.1253017,0.1523243,0.1428571,0.0764717,0.0282085,1.4229577,0.0107406,0.1400622,0.1470783,22.8036251,185.6601562,2.0860229,0.1324653,2
2750,2897,0.1733662,0.1083896,0.1798528,0.0676379,0.0241565,1.5755528,-0.0115776,0.1531859,0.1748606,22.9231358,104.0970154,1.9949663,0.1956374,1
2751,2898,0.161341,0.1083896,0.1798528,0.0676379,0.0241565,1.5755528,-0.0115776,0.1531859,0.1748606,22.5309334,85.3617249,2.6203456,0.1836122,1
2752,2899,0.1725806,0.0389798,0.2098394,0.0841206,0.0229202,1.7325665,-0.0115776,0.2076332,0.1922183,21.8164368,78.6937408,3.8273685,0.156525,1
2753,2900,0.2240185,0.0389798,0.2098394,0.0841206,0.0229202,1.7325665,-0.0304927,0.2076332,0.1922183,21.10075,72.0464859,5.0321016,0.2079629,1
2754,2901,0.2454572,0.1398885,0.2465188,0.1054196,0.0357832,1.6902097,-0.0304927,0.1588235,0.1821561,19.9616814,68.7579422,5.4803152,0.2694849,2
2755,2902,0.2335629,0.1398885,0.2465188,0.1054196,0.0357832,1.6902097,-0.0304927,0.1588235,0.1821561,18.5886326,67.3360138,5.5069757,0.2575906,2
2756,2903,0.2011268,0.0443354,0.2192569,0.1210007,0.0478975,1.5288714,-0.0149025,0.1685761,0.1777718,17.216774,65.9225006,5.5314717,0.2106066,1
2757,2904,0.2191235,0.0443354,0.2192569,0.1210007,0.0478975,1.5288714,-0.0149025,0.1685761,0.1777718,16.3574009,65.2794189,5.1500883,0.2286033,1
2758,2905,0.1571554,-0.0023654,0.1854527,0.0888415,0.0204263,1.4063648,-0.0149025,0.1189,0.1722391,15.6603622,64.8964844,4.6400685,0.2116097,1
2759,2906,0.1706629,-0.0023654,0.1854527,0.0888415,0.0204263,1.4063648,0.006243,0.1189,0.1722391,14.9633245,64.5333481,4.1296983,0.2251172,1
2760,2907,0.2093023,0.0731561,0.2331175,0.1136174,0.0543801,1.5121951,0.006243,0.1217933,0.1695714,14.28547,68.7633667,4.1131606,0.2580879,1
2761,2908,0.1806029,0.0731561,0.2331175,0.1136174,0.0543801,1.5121951,0.006243,0.1217933,0.1695714,13.6114569,73.6430283,4.1673589,0.2293885,1
2762,2911,0.171444,0.1709341,0.1527457,0.0661545,0.0164802,1.5287638,0.0057348,0.1962617,0.1734952,22.7378807,160.3492126,1.4765456,0.147875,2
2763,2912,0.1010027,0.1709341,0.1527457,0.0661545,0.0164802,1.5287638,0.0057348,0.1962617,0.1734952,23.0864105,187.3692322,1.4544499,0.0774337,2
2764,2913,0.101799,0.2314671,0.1670962,0.0611209,0.0239307,1.5086063,0.0057348,0.1601772,0.162715,23.4349403,214.4874573,1.432712,0.1044047,3
2765,2914,0.1421164,0.2314671,0.1670962,0.0611209,0.0239307,1.5086063,0.008992,0.1601772,0.162715,23.6328297,213.519165,1.4743378,0.1447221,3
2766,2915,0.1388224,0.1904789,0.1403888,0.0668822,0.0232558,1.4386921,0.008992,0.1079242,0.1565157,23.6345577,175.815979,1.5982685,0.1882489,2
2767,2916,0.0979381,0.1904789,0.1403888,0.0668822,0.0232558,1.4386921,0.008992,0.1079242,0.1565157,23.6362877,138.0269775,1.7224213,0.1473646,2
2768,2917,0.0844466,0.1705182,0.1185702,0.0420305,0.0048952,1.4612756,0.0115124,0.1707202,0.1628129,23.3250809,118.0209427,2.0747223,0.0763132,2
2769,2918,0.0696392,0.1705182,0.1185702,0.0420305,0.0048952,1.4612756,0.0115124,0.1707202,0.1628129,22.7578144,112.5773926,2.6135578,0.0615058,2
2770,2919,0.0781017,0.3366784,0.1332542,0.0728055,0.0329789,1.5567626,0.0115124,0.1766547,0.1626109,22.1893501,107.1512604,3.1532428,0.0636425,3
2771,2920,0.0847112,0.3366784,0.1332542,0.0728055,0.0329789,1.5567626,0.0144938,0.1766547,0.1626109,21.5371056,105.2364426,3.2647243,0.070252,3
2772,2921,0.1081637,0.2545544,0.125,0.0698795,0.0244184,1.4299517,0.0144938,0.1002173,0.1552936,20.843504,105.0806198,3.1628108,0.1641107,3
2773,2922,0.0961674,0.2545544,0.125,0.0698795,0.0244184,1.4299517,0.0144938,0.1002173,0.1552936,20.1499004,104.9424438,3.0612621,0.1521144,3
2774,2923,0.1073605,0.2758992,0.1221178,0.0663421,0.0213758,1.4914869,0.005626,0.1631441,0.1649289,19.5518875,106.3144836,2.7362652,0.1091946,3
2775,2924,0.0799905,0.2758992,0.1221178,0.0663421,0.0213758,1.4914869,0.005626,0.1631441,0.1649289,18.9791584,108.1254501,2.3498943,0.0818246,3
2776,2925,0.1158895,0.2481607,0.1635287,0.0681686,0.0213556,1.4124293,0.005626,0.1046218,0.1388766,18.4052315,109.9650116,1.9638517,0.1506494,3
2777,2926,0.1337963,0.2481607,0.1635287,0.0681686,0.0213556,1.4124293,0.0103086,0.1046218,0.1388766,18.2382603,113.0611572,1.6932662,0.1685562,3
2778,2927,0.103479,0.1761142,0.1605824,0.0797016,0.0257367,1.2661142,0.0103086,0.0577006,0.1252517,18.117527,116.3248215,1.4353777,0.1715218,2
2779,2928,0.1165919,0.1761142,0.1605824,0.0797016,0.0257367,1.2661142,0.0103086,0.0577006,0.1252517,17.9979916,120.320076,1.1809556,0.1846347,2
2780,2929,0.1305151,0.1478152,0.1394646,0.0732005,0.0320688,1.2501184,0.0286875,0.0391443,0.1314544,17.879652,165.0056305,1.1309016,0.2233027,2
2781,2930,0.1198528,0.1478152,0.1394646,0.0732005,0.0320688,1.2501184,0.0286875,0.0391443,0.1314544,17.7625103,209.5556793,1.0790563,0.2126404,2
2782,2931,0.1086142,0.267133,0.1387884,0.0705482,0.0239837,1.3420352,0.0286875,0.102558,0.1423349,17.7090721,249.6197052,1.2189552,0.1489804,3
2783,2932,0.115284,0.267133,0.1387884,0.0705482,0.0239837,1.3420352,0.0037047,0.102558,0.1423349,18.0602188,261.4045715,2.6155312,0.1556502,3
2784,2933,0.1249111,0.3556573,0.1618257,0.05,0.0092111,1.5098861,0.0037047,0.1872413,0.162989,18.4077759,273.2678223,4.0122409,0.0998953,3
2785,2934,0.1946857,0.3556573,0.1618257,0.05,0.0092111,1.5098861,0.0037047,0.1872413,0.162989,19.0697498,282.2242432,5.1486835,0.1696699,3
2786,2935,0.1986626,0.2940118,0.1830065,0.0842961,0.0415125,1.5441804,-0.0081424,0.1644603,0.1682717,20.6856956,282.2652283,5.505383,0.2025825,3
2787,2936,0.1619882,0.2940118,0.1830065,0.0842961,0.0415125,1.5441804,-0.0081424,0.1644603,0.1682717,22.3028393,282.331543,5.865056,0.1659081,3
2788,2937,0.1321769,0.1933881,0.1669004,0.0758621,0.0248409,1.4511628,-0.0081424,0.1117996,0.1578947,23.6670475,281.2890015,5.678906,0.1791003,2
2789,2938,0.1339641,0.1933881,0.1669004,0.0758621,0.0248409,1.4511628,-0.0093992,0.1117996,0.1578947,24.5929813,278.365448,4.5438395,0.1808875,2
2790,2939,0.1253024,0.2422132,0.1632047,0.0621092,0.0206289,1.5321708,-0.0093992,0.1773436,0.1643216,25.5201111,275.5476379,3.4075613,0.1118896,3
2791,2940,0.1313633,0.2422132,0.1632047,0.0621092,0.0206289,1.5321708,-0.0093992,0.1773436,0.1643216,25.9460278,242.6626129,2.8199081,0.1179505,3
2792,2941,0.1143894,0.288963,0.180825,0.0803754,0.0317553,1.5200919,0.0002185,0.1661082,0.1627013,25.835144,177.3054657,2.8207214,0.1108879,3
2793,2942,0.1385612,0.288963,0.180825,0.0803754,0.0317553,1.5200919,0.0002185,0.1661082,0.1627013,25.7254581,111.6928101,2.8215346,0.1350597,3
2794,2943,0.2061069,0.3708296,0.1699937,0.0744886,0.0316843,1.4959699,0.0002185,0.1622777,0.1548592,25.2570248,95.3366089,3.0034144,0.1984971,3
2795,2944,0.1299134,0.3708296,0.1699937,0.0744886,0.0316843,1.4959699,0.0233752,0.1622777,0.1548592,24.5454025,111.8422241,3.3095706,0.1223036,3
2796,2945,0.10516,0.1738359,0.113188,0.0865599,0.0353487,1.3673469,0.0233752,0.0702087,0.1429821,23.8301964,128.1263275,3.6198084,0.1786713,2
2797,2946,0.0909091,0.1738359,0.113188,0.0865599,0.0353487,1.3673469,0.0233752,0.0702087,0.1429821,23.359684,102.5888062,4.0190163,0.1644204,2
2798,2947,0.0931339,0.1838852,0.1416084,0.045009,0.0090786,1.3975388,0.0069446,0.1357225,0.1467701,22.9841099,60.8204117,4.4496145,0.104406,2
2799,2948,0.1027913,0.1838852,0.1416084,0.045009,0.0090786,1.3975388,0.0069446,0.1357225,0.1467701,22.6049538,19.4118366,4.8768611,0.1140634,2
2800,2949,0.1440985,0.2906518,0.1498364,0.0687209,0.0272798,1.5746714,0.0069446,0.1865889,0.1640449,22.3567696,13.9113922,4.7093349,0.1208427,3
2801,2950,0.0983302,0.2906518,0.1498364,0.0687209,0.0272798,1.5746714,0.0107096,0.1865889,0.1640449,22.1375675,15.5667496,4.4192448,0.0750744,3
2802,2951,0.1023041,0.1264488,0.1203438,0.0805369,0.0295279,1.4144703,0.0107096,0.1303371,0.1428571,21.9207516,17.1879902,4.1256495,0.1150617,2
2803,2952,0.1116236,0.1264488,0.1203438,0.0805369,0.0295279,1.4144703,0.0107096,0.1303371,0.1428571,21.4764977,20.2685108,3.3152564,0.1243812,2
2804,2953,0.1015251,0.1317407,0.1364857,0.0679084,0.0183164,1.3173767,0.0286867,0.0851763,0.131754,21.0210972,23.420517,2.4755731,0.1486314,2
2805,2954,0.1100129,0.1317407,0.1364857,0.0679084,0.0183164,1.3173767,0.0286867,0.0851763,0.131754,20.6054993,30.1063919,1.6835694,0.1571192,2
2806,2955,0.1497175,0.3067641,0.1786918,0.078125,0.0290424,1.5191194,0.0286867,0.1352705,0.1615254,20.7433186,87.4777679,1.5966825,0.1765588,3
2807,2956,0.2150026,0.3067641,0.1786918,0.078125,0.0290424,1.5191194,0.0066318,0.1352705,0.1615254,20.8835258,145.0142975,1.5130743,0.2418439,3
2808,2957,0.2132597,0.3926495,0.220607,0.0801174,0.0310211,1.5784961,0.0066318,0.1483146,0.1715847,21.0446053,191.9173126,1.5406775,0.2371374,3
2809,2958,0.1731469,0.3926495,0.220607,0.0801174,0.0310211,1.5784961,0.0066318,0.1483146,0.1715847,21.2904968,190.2776184,2.0535357,0.1970246,3
2810,2959,0.219983,0.4799352,0.2251804,0.0905869,0.0320687,1.652349,0.0031634,0.1895567,0.1813187,21.5375805,188.5506439,2.5639651,0.2114518,3
2811,2960,0.2187092,0.4799352,0.2251804,0.0905869,0.0320687,1.652349,0.0031634,0.1895567,0.1813187,21.7262745,187.0767059,2.9720368,0.210178,3
2812,2961,0.1544365,0.1981808,0.1782423,0.0835056,0.0230289,1.4875141,0.0031634,0.1510479,0.1547134,21.7776413,186.3456573,3.1426985,0.1581896,2
2813,2962,0.1276596,0.1981808,0.1782423,0.0835056,0.0230289,1.4875141,0.0107406,0.1510479,0.1547134,21.8325844,185.5736847,3.3108361,0.1314127,2
2814,2963,0.154272,0.1496865,0.1878038,0.0728398,0.0222476,1.4891967,0.0107406,0.1600745,0.1573296,21.9912796,175.2476654,3.370657,0.1514562,2
2815,2964,0.1820225,0.1496865,0.1878038,0.0728398,0.0222476,1.4891967,0.0107406,0.1600745,0.1573296,22.2897377,151.4130402,3.2805476,0.1792067,2
2816,2965,0.2203989,0.0886637,0.1771117,0.0784273,0.0216791,1.5558224,-0.0115776,0.1632346,0.1628141,22.5846176,127.4610291,3.1904056,0.2199669,1
2817,2966,0.1693026,0.0886637,0.1771117,0.0784273,0.0216791,1.5558224,-0.0115776,0.1632346,0.1628141,22.353857,111.3286896,3.539989,0.1688706,1
2818,2967,0.1252599,-0.0066327,0.1798491,0.0763766,0.027554,1.6489795,-0.0115776,0.2101021,0.1762398,21.661972,102.1863556,4.2819395,0.0900956,1
2819,2968,0.2207947,-0.0066327,0.1798491,0.0763766,0.027554,1.6489795,-0.0304927,0.2101021,0.1762398,20.970089,93.0696716,5.0299668,0.1856304,1
2820,2969,0.3075046,0.0356644,0.2486159,0.0909929,0.0365507,1.8413686,-0.0304927,0.2421921,0.207396,19.9511967,87.1713409,5.325717,0.2708683,1
2821,2970,0.2246638,0.0356644,0.2486159,0.0909929,0.0365507,1.8413686,-0.0304927,0.2421921,0.207396,18.7526665,83.0381012,5.3736377,0.1880275,1
2822,2971,0.2250301,0.0584528,0.209218,0.0923977,0.046147,1.6443661,-0.0149025,0.1756168,0.1836735,17.5517521,78.9362411,5.4217277,0.2333553,1
2823,2972,0.1928801,0.0584528,0.209218,0.0923977,0.046147,1.6443661,-0.0149025,0.1756168,0.1836735,16.666151,77.3901672,5.1315451,0.2012053,1
2824,2973,0.1370989,0.0208085,0.1697014,0.0656934,0.0251064,1.3078176,-0.0149025,0.1213928,0.1294896,15.8792076,76.6250381,4.7358937,0.145325,1
2825,2974,0.1372549,0.0208085,0.1697014,0.0656934,0.0251064,1.3078176,0.006243,0.1213928,0.1294896,15.0934553,75.8592682,4.3388724,0.145481,1
2826,2975,0.1558572,0.0334746,0.191924,0.101163,0.0588732,1.3149896,0.006243,0.0628684,0.1352821,14.3889627,78.9880066,4.3432331,0.2288921,1
2827,2976,0.1704196,0.0334746,0.191924,0.101163,0.0588732,1.3149896,0.006243,0.0628684,0.1352821,13.6953592,82.6569977,4.401742,0.2434545,1
2828,2977,0.1473819,0.1036816,0.1750881,0.0782834,0.0298661,1.4277556,0.0090344,0.0861169,0.1632019,23.0543003,146.2029877,2.8424935,0.2255657,1
2829,2978,0.1577191,0.1036816,0.1750881,0.0782834,0.0298661,1.4277556,0.0090344,0.0861169,0.1632019,22.6059628,158.2588501,2.2911711,0.2359029,1
2830,2979,0.125498,0.1709341,0.1527457,0.0661545,0.0164802,1.5287638,-0.0070641,0.1962617,0.1734952,22.414484,172.1443329,1.9001393,0.101929,2
2831,2980,0.1153405,0.1709341,0.1527457,0.0661545,0.0164802,1.5287638,-0.0070641,0.1962617,0.1734952,22.7630138,189.930191,1.8444147,0.0917715,2
2832,2981,0.178733,0.2314671,0.1670962,0.0611209,0.0239307,1.5086063,-0.0070641,0.1601772,0.162715,23.1115437,207.8142395,1.7890478,0.1813387,3
2833,2982,0.1650667,0.2314671,0.1670962,0.0611209,0.0239307,1.5086063,0.0076073,0.1601772,0.162715,23.3075886,204.876358,1.8034173,0.1676724,3
2834,2983,0.1291235,0.1904789,0.1403888,0.0668822,0.0232558,1.4386921,0.0076073,0.1079242,0.1565157,23.3093166,175.2450409,1.906458,0.17855,2
2835,2984,0.1076549,0.1904789,0.1403888,0.0668822,0.0232558,1.4386921,0.0076073,0.1079242,0.1565157,23.3110466,145.5279236,2.009721,0.1570814,2
2836,2985,0.0926187,0.1705182,0.1185702,0.0420305,0.0048952,1.4612756,-0.0019225,0.1707202,0.1628129,23.059557,128.3653412,2.3104935,0.0844853,2
2837,2986,0.0973882,0.1705182,0.1185702,0.0420305,0.0048952,1.4612756,-0.0019225,0.1707202,0.1628129,22.6050816,121.2835693,2.7694006,0.0892548,2
2838,2987,0.149067,0.3366784,0.1332542,0.0728055,0.0329789,1.5567626,-0.0019225,0.1766547,0.1626109,22.1494064,114.2192154,3.2291574,0.1346078,3
2839,2988,0.1012976,0.3366784,0.1332542,0.0728055,0.0329789,1.5567626,0.0125605,0.1766547,0.1626109,21.5334206,110.6783752,3.2879548,0.0868384,3
2840,2989,0.1309218,0.2545544,0.125,0.0698795,0.0244184,1.4299517,0.0125605,0.1002173,0.1552936,20.839819,108.8611069,3.1516895,0.1868688,3
2841,2990,0.1060937,0.2545544,0.125,0.0698795,0.0244184,1.4299517,0.0125605,0.1002173,0.1552936,20.1462173,107.0614929,3.0157888,0.1620407,3
2842,2991,0.0897978,0.2758992,0.1221178,0.0663421,0.0213758,1.4914869,0.0107343,0.1631441,0.1649289,19.637867,105.9681549,2.6576242,0.0916319,3
2843,2992,0.0615518,0.2758992,0.1221178,0.0663421,0.0213758,1.4914869,0.0107343,0.1631441,0.1649289,19.1779289,105.0862122,2.2403235,0.0633859,3
2844,2993,0.1324978,0.2481607,0.1635287,0.0681686,0.0213556,1.4124293,0.0107343,0.1046218,0.1388766,18.7167931,104.232872,1.8233509,0.1672577,3
2845,2994,0.1806341,0.2481607,0.1635287,0.0681686,0.0213556,1.4124293,0.0274891,0.1046218,0.1388766,18.4607086,104.3685684,1.5556301,0.215394,3
2846,2995,0.1526903,0.1761142,0.1605824,0.0797016,0.0257367,1.2661142,0.0274891,0.0577006,0.1252517,18.2271843,104.6359406,1.3033749,0.2207331,2
2847,2996,0.1180922,0.1761142,0.1605824,0.0797016,0.0257367,1.2661142,0.0274891,0.0577006,0.1252517,17.9948578,106.2047195,1.0593147,0.186135,2
2848,2997,0.1016166,0.1478152,0.1394646,0.0732005,0.0320688,1.2501184,0.0274698,0.0391443,0.1314544,17.7637272,163.6579895,1.1780154,0.1944042,2
2849,2998,0.1036983,0.1478152,0.1394646,0.0732005,0.0320688,1.2501184,0.0274698,0.0391443,0.1314544,17.5337963,220.9757385,1.294925,0.1964859,2
2850,2999,0.1391238,0.267133,0.1387884,0.0705482,0.0239837,1.3420352,0.0274698,0.102558,0.1423349,17.4326286,270.8393555,1.5861315,0.17949,3
2851,3000,0.1390467,0.267133,0.1387884,0.0705482,0.0239837,1.3420352,0.0010041,0.102558,0.1423349,18.1221466,275.239563,2.9701664,0.1794129,3
2852,3001,0.0998185,0.3556573,0.1618257,0.05,0.0092111,1.5098861,0.0010041,0.1872413,0.162989,18.808075,279.7181396,4.3543348,0.0748027,3
2853,3002,0.1462153,0.3556573,0.1618257,0.05,0.0092111,1.5098861,0.0010041,0.1872413,0.162989,19.7000313,282.5020142,5.4043717,0.1211995,3
2854,3003,0.1493903,0.2940118,0.1830065,0.0842961,0.0415125,1.5441804,-0.0106557,0.1644603,0.1682717,21.203186,280.156189,5.4807506,0.1533102,3
2855,3004,0.1449312,0.2940118,0.1830065,0.0842961,0.0415125,1.5441804,-0.0106557,0.1644603,0.1682717,22.7075386,277.8356934,5.5601025,0.1488511,3
2856,3005,0.1448598,0.1933881,0.1669004,0.0758621,0.0248409,1.4511628,-0.0106557,0.1117996,0.1578947,23.9552765,271.5699768,5.2323656,0.1917832,2
2857,3006,0.1388521,0.1933881,0.1669004,0.0758621,0.0248409,1.4511628,-0.00876,0.1117996,0.1578947,24.7684193,258.6730957,4.2115803,0.1857755,2
2858,3007,0.1788722,0.2422132,0.1632047,0.0621092,0.0206289,1.5321708,-0.00876,0.1773436,0.1643216,25.5827579,245.8819427,3.1895826,0.1654594,3
2859,3008,0.1675251,0.2422132,0.1632047,0.0621092,0.0206289,1.5321708,-0.00876,0.1773436,0.1643216,25.8903694,219.3300323,2.6664517,0.1541123,3
2860,3009,0.1770335,0.288963,0.180825,0.0803754,0.0317553,1.5200919,-0.0035121,0.1661082,0.1627013,25.6666965,178.078186,2.6672652,0.173532,3
2861,3010,0.145275,0.288963,0.180825,0.0803754,0.0317553,1.5200919,-0.0035121,0.1661082,0.1627013,25.4442177,136.5708313,2.6680782,0.1417735,3
2862,3011,0.1402736,0.3708296,0.1699937,0.0744886,0.0316843,1.4959699,-0.0035121,0.1622777,0.1548592,25.1326389,142.8255615,2.6185873,0.1326638,3
2863,3012,0.0987234,0.3708296,0.1699937,0.0744886,0.0316843,1.4959699,0.0060883,0.1622777,0.1548592,24.7593899,180.2415009,2.5394871,0.0911136,3
2864,3013,0.1111111,0.1738359,0.113188,0.0865599,0.0353487,1.3673469,0.0060883,0.0702087,0.1429821,24.3825569,217.4359283,2.4644685,0.1846224,2
2865,3014,0.0975432,0.1738359,0.113188,0.0865599,0.0353487,1.3673469,0.0060883,0.0702087,0.1429821,24.2522526,172.9210358,2.9850791,0.1710545,2
2866,3015,0.0816056,0.1838852,0.1416084,0.045009,0.0090786,1.3975388,0.0005622,0.1357225,0.1467701,24.2150517,97.1841736,3.7320485,0.0928777,2
2867,3016,0.1083032,0.1838852,0.1416084,0.045009,0.0090786,1.3975388,0.0005622,0.1357225,0.1467701,24.1742668,21.8071232,4.4756665,0.1195753,2
2868,3017,0.1523977,0.2906518,0.1498364,0.0687209,0.0272798,1.5746714,0.0005622,0.1865889,0.1640449,23.7928715,13.7201519,4.6330853,0.1291419,3
2869,3018,0.1248273,0.2906518,0.1498364,0.0687209,0.0272798,1.5746714,0.0084869,0.1865889,0.1640449,23.3480873,18.5977993,4.6740918,0.1015715,3
2870,3019,0.0920521,0.1264488,0.1203438,0.0805369,0.0295279,1.4144703,0.0084869,0.1303371,0.1428571,22.9056911,23.44133,4.7115927,0.1048097,2
2871,3020,0.0842854,0.1264488,0.1203438,0.0805369,0.0295279,1.4144703,0.0084869,0.1303371,0.1428571,22.3422031,27.4214916,4.0586042,0.097043,2
2872,3021,0.1139576,0.1317407,0.1364857,0.0679084,0.0183164,1.3173767,0.0109113,0.0851763,0.131754,21.7740097,31.3530197,3.370996,0.1610639,2
2873,3022,0.1008441,0.1317407,0.1364857,0.0679084,0.0183164,1.3173767,0.0109113,0.0851763,0.131754,21.2407703,37.9461937,2.7023942,0.1479504,2
2874,3023,0.1472983,0.3067641,0.1786918,0.078125,0.0290424,1.5191194,0.0109113,0.1352705,0.1615254,21.1530075,79.7110748,2.3057225,0.1741396,3
2875,3024,0.2059606,0.3067641,0.1786918,0.078125,0.0290424,1.5191194,-0.0191587,0.1352705,0.1615254,21.0676327,121.6411057,1.9123297,0.2328019,3
2876,3025,0.204247,0.3926495,0.220607,0.0801174,0.0310211,1.5784961,-0.0191587,0.1483146,0.1715847,21.024786,157.0900116,1.7342701,0.2281247,3
2877,3026,0.2335546,0.3926495,0.220607,0.0801174,0.0310211,1.5784961,-0.0191587,0.1483146,0.1715847,21.1578865,163.7000275,2.4767234,0.2574323,3
2878,3027,0.2924611,0.4799352,0.2251804,0.0905869,0.0320687,1.652349,-0.026472,0.1895567,0.1813187,21.2921791,170.2227478,3.2167485,0.2839299,3
2879,3028,0.2217877,0.4799352,0.2251804,0.0905869,0.0320687,1.652349,-0.026472,0.1895567,0.1813187,21.2985115,175.6737366,3.8554194,0.2132565,3
2880,3029,0.1829016,0.1981808,0.1782423,0.0835056,0.0230289,1.4875141,-0.026472,0.1510479,0.1547134,21.0115032,178.810791,4.264811,0.1866547,2
