OID_,pointid,grid_code,dNDVI,dNDVIre1n,dNDVIre2n,dNDVIre3n,dNBR,dNBR2,dCSI,dBSI,NDVI,NDVIre1n,NDVIre2n,NDVIre3n,CSI,BSI,NBR,NBR2,Elevation,Aspect,Slope,NDBI,dNDBI,dNDVI_dNDBI,dNDVI_dNDBI_divided_by_2,dCSI_cat,post_NDBI,NDVI_NDBI
1493,1603,0.0987165,0.0394785,0.0160801,-0.0041044,0.0008365,0.1335281,0.0606722,0.2745452,-0.0098292,0.0987165,0.1474713,0.0674046,0.0184836,1.5314804,0.0048511,0.1834182,0.1578696,18.3075294,131.4086304,5.4728632,-0.0263105,-0.0738482,-0.113326758,-0.0566634,2,0.0475377,0.072406
1494,1604,0.0823476,0.0179304,0.0042186,-0.0013877,0.0057887,0.0555941,0.0523265,0.1699809,-0.0098292,0.0823476,0.1324686,0.0660528,0.0234435,1.4149841,0.0048511,0.1133098,0.1431823,17.5295258,146.4435272,4.0832224,0.0303652,-0.0029496,-2.09E-02,-0.01044,2,0.0333148,0.1127128
1495,1605,0.1072007,0.0438399,0.0042186,-0.0013877,0.0057887,0.0555941,0.0523265,0.1699809,-0.0098292,0.1072007,0.1324686,0.0660528,0.0234435,1.4149841,0.0048511,0.1133098,0.1431823,16.7491207,161.4324341,2.6952062,0.0303652,-0.0029496,-4.68E-02,-0.0233947,2,0.0333148,0.1375659
1496,1606,0.1133574,0.0543442,0.0074426,-0.0024322,0.0071233,0.0732879,0.0572552,0.1361939,-0.0076985,0.1133574,0.1406145,0.0709623,0.0231342,1.3775731,0.0154456,0.1025766,0.1449745,16.2694416,180.6937408,1.757666,0.043038,-0.0155431,-6.99E-02,-0.0349437,2,0.0585811,0.1563954
1497,1607,0.1210096,0.0627254,0.0074426,-0.0024322,0.0071233,0.0732879,0.0572552,0.1361939,-0.0076985,0.1210096,0.1406145,0.0709623,0.0231342,1.3775731,0.0154456,0.1025766,0.1449745,16.9181194,216.0836639,2.4916329,0.043038,-0.0155431,-7.83E-02,-0.0391343,2,0.0585811,0.1640476
1498,1608,0.1370071,0.0784199,0.0422022,0.0078273,0.0119823,0.0320256,0.0677984,0.0481699,-0.0076985,0.1370071,0.165109,0.0763781,0.0225026,1.3386564,0.0154456,0.0917729,0.1543655,17.5655975,251.5532684,3.2216105,0.0634921,0.0365328,-4.19E-02,-0.0209435,1,0.0269593,0.2004992
1499,1609,0.124674,0.0705468,0.0422022,0.0078273,0.0119823,0.0320256,0.0677984,0.0481699,0.0019482,0.124674,0.165109,0.0763781,0.0225026,1.3386564,0.0204051,0.0917729,0.1543655,18.3256454,273.9790649,3.4846747,0.0634921,0.0365328,-0.034013957,-0.017007,1,0.0269593,0.1881661
1500,1610,0.1227803,0.0744631,0.0422889,0.0207328,0.0400051,-0.0144353,0.0440177,-0.0102642,0.0019482,0.1227803,0.1662404,0.0901978,0.0469631,1.2718053,0.0204051,0.0532885,0.1392405,19.3175297,269.6019897,2.8011146,0.0865945,0.058917,-1.55E-02,-0.007773,0,0.0276775,0.2093748
1501,1611,0.1142294,0.0571428,0.0422889,0.0207328,0.0400051,-0.0144353,0.0440177,-0.0102642,0.0019482,0.1142294,0.1662404,0.0901978,0.0469631,1.2718053,0.0204051,0.0532885,0.1392405,20.3082161,265.3029175,2.1219957,0.0865945,0.058917,1.77E-03,0.0008871,0,0.0276775,0.2008239
1502,1612,0.1329904,0.0824854,0.0469701,0.0220208,0.0216631,-0.0460775,0.0562949,-0.0225588,0.0142889,0.1329904,0.1652299,0.0861607,0.0324634,1.2483325,0.0279479,0.020849,0.1398941,20.7470322,249.999588,1.8528348,0.1193933,0.1026268,2.01E-02,0.0100707,0,0.0167665,0.2523837
1503,1613,0.1591088,0.1050371,0.0469701,0.0220208,0.0216631,-0.0460775,0.0562949,-0.0225588,0.0142889,0.1591088,0.1652299,0.0861607,0.0324634,1.2483325,0.0279479,0.020849,0.1398941,20.4992962,220.9713135,2.0900471,0.1193933,0.1026268,-2.41E-03,-0.0012052,0,0.0167665,0.2785021
1504,1614,0.1362271,0.0845931,0.0259914,0.0318288,0.0381527,-0.0264388,0.0376432,-0.0835843,0.0142889,0.1362271,0.1526316,0.0994979,0.0510471,1.2247077,0.0279479,0.0428224,0.1363337,20.2539597,192.0792542,2.3252208,0.0940605,0.0644286,-2.02E-02,-0.0100823,0,0.0296319,0.2302876
1505,1615,0.1153247,0.0611593,0.0259914,0.0318288,0.0381527,-0.0264388,0.0376432,-0.0835843,0.0079657,0.1153247,0.1526316,0.0994979,0.0510471,1.2247077,0.024695,0.0428224,0.1363337,19.9822159,182.5392609,2.3135829,0.0940605,0.0644286,3.27E-03,0.0016346,0,0.0296319,0.2093852
1506,1616,0.0995841,0.0317393,-0.0063046,-0.0104229,-0.0023209,-0.0297963,0.0399927,-0.0851107,0.0079657,0.0995841,0.131068,0.0668498,0.0134841,1.2179822,0.024695,0.0244773,0.1390639,19.6894054,188.0097198,2.1081486,0.114978,0.0699382,3.82E-02,0.0190995,0,0.0450398,0.2145621
1507,1617,0.0888947,0.032291,-0.0063046,-0.0104229,-0.0023209,-0.0297963,0.0399927,-0.0851107,0.0079657,0.0888947,0.131068,0.0668498,0.0134841,1.2179822,0.024695,0.0244773,0.1390639,19.3977928,193.4172668,1.9002815,0.114978,0.0699382,3.76E-02,0.0188236,0,0.0450398,0.2038727
1508,1618,0.0994737,0.0437625,0.0115109,0.0045393,0.0278518,0.0447123,0.0463981,0.0777982,-0.0040497,0.0994737,0.1403998,0.0744634,0.0424989,1.3537527,0.0226199,0.1000745,0.1434649,19.2703857,207.1690063,1.7530303,0.0440224,0.0020925,-4.17E-02,-0.020835,2,0.0419299,0.1434961
1509,1619,0.1075269,0.0378033,0.0115109,0.0045393,0.0278518,0.0447123,0.0463981,0.0777982,-0.0040497,0.1075269,0.1403998,0.0744634,0.0424989,1.3537527,0.0226199,0.1000745,0.1434649,19.2197075,224.7295074,1.6373672,0.0440224,0.0020925,-3.57E-02,-0.0178554,2,0.0419299,0.1515493
1510,1620,0.0949291,0.0295738,0.0096473,-0.0032127,0.0044186,0.0238751,0.0590021,0.0776803,-0.0040497,0.0949291,0.1296473,0.061828,0.0123879,1.3210702,0.0226199,0.0673252,0.1479459,19.1678295,242.0752869,1.524076,0.0814318,0.0357615,6.19E-03,0.0030939,2,0.0456703,0.1763609
1511,1621,0.0875784,0.0367421,0.0096473,-0.0032127,0.0044186,0.0238751,0.0590021,0.0776803,-0.0032828,0.0875784,0.1296473,0.061828,0.0123879,1.3210702,0.0174662,0.0673252,0.1479459,19.4338074,254.6067047,1.7129414,0.0814318,0.0357615,-9.81E-04,-0.0004903,2,0.0456703,0.1690102
1512,1622,0.1164472,0.0599065,0.0086606,-0.0065186,0.0039625,0.0875333,0.0496245,0.1315248,-0.0032828,0.1164472,0.1578454,0.06828,0.0289282,1.4206897,0.0174662,0.1386139,0.1501832,19.7823391,265.896637,1.9799702,0.0118153,-0.0379183,-0.097824864,-0.0489124,2,0.0497336,0.1282625
1513,1623,0.1173432,0.0685222,0.0086606,-0.0065186,0.0039625,0.0875333,0.0496245,0.1315248,-0.0032828,0.1173432,0.1578454,0.06828,0.0289282,1.4206897,0.0174662,0.1386139,0.1501832,20.1308708,277.1559448,2.2472596,0.0118153,-0.0379183,-0.106440503,-0.0532202,2,0.0497336,0.1291585
1514,1624,0.1619423,0.1118636,0.0342054,0.003576,0.0086694,0.1027687,0.0629532,0.2021044,-0.0259422,0.1619423,0.1581575,0.0733964,0.019984,1.4185659,0.002223,0.1377906,0.1510146,20.4794025,284.2542725,1.938053,0.0135051,-0.0396986,-0.151562154,-0.0757811,2,0.0532037,0.1754474
1515,1625,0.1114923,0.0533453,0.0342054,0.003576,0.0086694,0.1027687,0.0629532,0.2021044,-0.0259422,0.1114923,0.1581575,0.0733964,0.019984,1.4185659,0.002223,0.1377906,0.1510146,20.8279343,290.8977966,1.5734481,0.0135051,-0.0396986,-0.09304389,-0.0465219,2,0.0532037,0.1249974
1516,1626,0.1402618,0.0832148,0.0489098,0.0156644,0.0227611,0.0795125,0.0529858,0.1749305,-0.0259422,0.1402618,0.1759476,0.0783094,0.0380008,1.3930155,0.002223,0.116336,0.1480519,21.1670074,296.5858459,1.2149779,0.0322718,-0.0261755,-0.109390311,-0.0546952,2,0.0584473,0.1725336
1517,1627,0.1505539,0.0903445,0.0489098,0.0156644,0.0227611,0.0795125,0.0529858,0.1749305,-0.0158552,0.1505539,0.1759476,0.0783094,0.0380008,1.3930155,0.0140113,0.116336,0.1480519,21.1687336,270.0340271,1.0344805,0.0322718,-0.0261755,-0.116519921,-0.05826,2,0.0584473,0.1828257
1518,1628,0.1745796,0.1180243,0.0285702,0.0088358,0.0091689,0.0045319,0.0268554,0.0407151,-0.0158552,0.1745796,0.1665934,0.0845934,0.0304795,1.2735125,0.0140113,0.0473143,0.1293085,21.1704578,243.5812683,0.8549005,0.082499,0.0225656,-9.55E-02,-0.0477294,1,0.0599334,0.2570786
1519,1629,0.106679,0.0283806,0.0285702,0.0088358,0.0091689,0.0045319,0.0268554,0.0407151,-0.0158552,0.106679,0.1665934,0.0845934,0.0304795,1.2735125,0.0140113,0.0473143,0.1293085,21.2220573,221.0464935,0.753008,0.082499,0.0225656,-5.82E-03,-0.0029075,1,0.0599334,0.189178
1520,1630,0.1205056,0.0378033,0.0075996,-0.0126259,-0.0006065,0.0211395,0.0199532,0.0186415,0.0006613,0.1205056,0.1463363,0.0634166,0.0174441,1.293012,0.0247796,0.0777778,0.129979,21.5705872,221.2941895,1.1073805,0.0527344,-0.000988,-3.88E-02,-0.0193957,1,0.0537224,0.17324
1521,1631,0.1258457,0.0617231,0.0075996,-0.0126259,-0.0006065,0.0211395,0.0199532,0.0186415,0.0006613,0.1258457,0.1463363,0.0634166,0.0174441,1.293012,0.0247796,0.0777778,0.129979,21.9191189,221.5475922,1.4596745,0.0527344,-0.000988,-0.062711127,-0.0313556,1,0.0537224,0.1785801
1522,1632,0.1662494,0.1080951,0.0392824,0.0118788,0.0211802,0.0635527,0.0442889,0.1481575,0.0006613,0.1662494,0.1679274,0.0847049,0.0392308,1.4511278,0.0247796,0.1349594,0.1536364,22.2516346,223.6048889,1.7135469,0.0190725,-0.0191669,-0.127262006,-0.063631,2,0.0382394,0.1853219
1523,1633,0.1655762,0.1008281,0.0392824,0.0118788,0.0211802,0.0635527,0.0442889,0.1481575,-0.0160116,0.1655762,0.1679274,0.0847049,0.0392308,1.4511278,0.0048159,0.1349594,0.1536364,22.5379028,230.729599,1.6915165,0.0190725,-0.0191669,-0.119994918,-0.0599975,2,0.0382394,0.1846487
1524,1634,0.1346286,0.075073,0.0044747,-0.0131396,-0.0060376,0.0446527,0.0339366,0.0421962,-0.0160116,0.1346286,0.1349345,0.0590872,0.0097125,1.3876134,0.0048159,0.1231273,0.1492164,22.8229733,237.7855225,1.6672319,0.0265774,-0.0105639,-8.56E-02,-0.0428184,1,0.0371413,0.161206
1525,1635,0.1429883,0.0808518,0.0044747,-0.0131396,-0.0060376,0.0446527,0.0339366,0.0421962,-0.0160116,0.1429883,0.1349345,0.0590872,0.0097125,1.3876134,0.0048159,0.1231273,0.1492164,23.1068478,244.5513306,1.6097628,0.0265774,-0.0105639,-9.14E-02,-0.0457078,1,0.0371413,0.1695657
1526,1636,0.1286717,0.0724493,0.0118217,-0.0191515,0.0108753,0.0483347,0.0197221,0.066921,-0.0062781,0.1286717,0.1435028,0.0493571,0.0253293,1.3720174,0.0181159,0.1273071,0.1389213,23.3895283,250.7482147,1.501775,0.0118233,-0.0287859,-0.101235189,-0.0506176,1,0.0406092,0.140495
1527,1637,0.0784719,0.0089429,0.0118217,-0.0191515,0.0108753,0.0483347,0.0197221,0.066921,-0.0062781,0.0784719,0.1435028,0.0493571,0.0253293,1.3720174,0.0181159,0.1273071,0.1389213,23.671011,256.681366,1.3957065,0.0118233,-0.0287859,-3.77E-02,-0.0188644,1,0.0406092,0.0902952
1528,1638,0.0957277,0.0313854,-0.0285305,-0.0114611,0.0003143,0.073795,0.0274932,0.092056,-0.0062781,0.0957277,0.1056511,0.0577865,0.014275,1.3670886,0.0181159,0.1311043,0.139246,23.8122978,225.5140533,1.5977464,0.0082932,-0.0465014,-7.79E-02,-0.0389434,2,0.0547946,0.1040209
1529,1639,0.0894201,0.0194922,-0.0285305,-0.0114611,0.0003143,0.073795,0.0274932,0.092056,-0.0127235,0.0894201,0.1056511,0.0577865,0.014275,1.3670886,0.0145486,0.1311043,0.139246,23.8105755,156.7079163,2.1146157,0.0082932,-0.0465014,-6.60E-02,-0.0329968,2,0.0547946,0.0977133
1530,1640,0.0741314,-0.0004861,-0.0000937,-0.009109,0.0138741,0.0720492,0.0444454,0.1910657,-0.0127235,0.0741314,0.1306689,0.0634982,0.0284423,1.4167099,0.0145486,0.1136155,0.1465899,23.8088512,88.2316895,2.6314783,0.0335329,-0.0273036,-2.68E-02,-0.0134087,2,0.0608365,0.1076643
1531,1641,0.0915577,0.0157767,-0.0000937,-0.009109,0.0138741,0.0720492,0.0444454,0.1910657,-0.0127235,0.0915577,0.1306689,0.0634982,0.0284423,1.4167099,0.0145486,0.1136155,0.1465899,23.2133102,59.8454971,2.8810809,0.0335329,-0.0273036,-4.31E-02,-0.0215401,2,0.0608365,0.1250906
1532,1642,0.0943207,0.0131215,0.0013887,-0.0037076,0.0076212,0.0261538,0.0438777,0.0581257,-0.0130146,0.0943207,0.1429842,0.0762144,0.0319213,1.2722772,0.0200959,0.0582751,0.135459,22.2390232,56.9775581,2.9600825,0.0777981,0.0181625,5.04E-03,0.0025205,1,0.0596356,0.1721188
1533,1643,0.1146467,0.0500489,0.0013887,-0.0037076,0.0076212,0.0261538,0.0438777,0.0581257,-0.0130146,0.1146467,0.1429842,0.0762144,0.0319213,1.2722772,0.0200959,0.0582751,0.135459,21.2659283,54.1465569,3.0394473,0.0777981,0.0181625,-3.19E-02,-0.0159432,1,0.0596356,0.1924448
1534,1644,0.1203263,0.0586847,0.0175665,0.0151165,0.0173602,0.0275475,0.0251281,0.0397652,-0.0130146,0.1203263,0.1556717,0.0828233,0.0381381,1.2578199,0.0200959,0.0508322,0.1226611,20.9002056,110.7641754,3.1731579,0.0722796,-0.0021377,-6.08E-02,-0.0304112,1,0.0744173,0.1926059
1535,1645,0.1207057,0.0533287,0.0175665,0.0151165,0.0173602,0.0275475,0.0251281,0.0397652,-0.0017061,0.1207057,0.1556717,0.0828233,0.0381381,1.2578199,0.0246285,0.0508322,0.1226611,20.7607822,189.4042358,3.3250992,0.0722796,-0.0021377,-5.55E-02,-0.0277332,1,0.0744173,0.1929853
1536,1646,0.1081731,0.0325845,0.0099842,-0.00307,0.0157151,0.0449568,0.0397117,0.1059941,-0.0017061,0.1081731,0.1453606,0.0685391,0.0311489,1.3951833,0.0246285,0.1094321,0.1462617,20.618969,267.6407776,3.4745612,0.0374286,-0.004937,-3.75E-02,-0.0187608,2,0.0423656,0.1456017
1537,1647,0.0982863,0.0255707,0.0099842,-0.00307,0.0157151,0.0449568,0.0397117,0.1059941,-0.0017061,0.0982863,0.1453606,0.0685391,0.0311489,1.3951833,0.0246285,0.1094321,0.1462617,20.8859634,293.3045044,3.9805422,0.0374286,-0.004937,-3.05E-02,-0.0152539,2,0.0423656,0.1357149
1538,1648,0.1033009,0.0450861,-0.0039247,-0.0072576,-0.0012032,0.0797422,0.0411927,0.1511021,-0.0010946,0.1033009,0.1241277,0.0612897,0.0148912,1.4213904,0.013052,0.1530797,0.1486456,21.2293262,309.5913696,4.5539913,-0.0045374,-0.0389237,-8.40E-02,-0.0420049,2,0.0343863,0.0987635
1539,1649,0.1130475,0.0500605,-0.0039247,-0.0072576,-0.0012032,0.0797422,0.0411927,0.1511021,-0.0010946,0.1130475,0.1241277,0.0612897,0.0148912,1.4213904,0.013052,0.1530797,0.1486456,21.5726891,326.2770691,5.1283355,-0.0045374,-0.0389237,-8.90E-02,-0.0444921,2,0.0343863,0.1085101
1540,1650,0.119913,0.0533285,-0.0078515,-0.0182681,-0.0028639,0.0669288,0.0423656,0.1755168,-0.0010946,0.119913,0.1438863,0.061467,0.0169009,1.4204772,0.013052,0.1306978,0.1470962,22.5122871,326.4070435,5.0879173,0.0167199,-0.0245172,-7.78E-02,-0.0389229,2,0.0412371,0.1366329
1541,1651,0.1194888,0.0287426,-0.0078515,-0.0182681,-0.0028639,0.0669288,0.0423656,0.1755168,-0.0153111,0.1194888,0.1438863,0.061467,0.0169009,1.4204772,0.0103486,0.1306978,0.1470962,23.4758301,325.8354492,5.0244479,0.0167199,-0.0245172,-5.33E-02,-0.0266299,2,0.0412371,0.1362087
1542,1652,0.1195627,0.0363835,-0.0147627,-0.0305845,-0.001404,0.0051651,0.0205516,0.0662929,-0.0153111,0.1195627,0.1515417,0.0659919,0.0303267,1.3975583,0.0103486,0.0668648,0.1494357,24.3909702,317.2362061,4.9395804,0.0834043,0.0156813,-2.07E-02,-0.0103511,1,0.067723,0.202967
1543,1653,0.103075,0.010868,-0.0147627,-0.0305845,-0.001404,0.0051651,0.0205516,0.0662929,-0.0153111,0.103075,0.1515417,0.0659919,0.0303267,1.3975583,0.0103486,0.0668648,0.1494357,24.7326145,211.1383362,4.5609517,0.0834043,0.0156813,4.81E-03,0.0024066,1,0.067723,0.1864793
1544,1656,0.0854229,0.0103826,-0.0172002,-0.0139138,0.0045939,0.0518298,0.0144555,0.0829993,0.0081459,0.0854229,0.1185877,0.0589854,0.0116454,1.4062663,0.010961,0.1317162,0.1399057,23.22509,51.1114655,5.6336298,0.0083433,-0.0376818,-4.81E-02,-0.0240322,2,0.0460251,0.0937662
1545,1657,0.1116441,0.0281075,0.0066508,-0.0062074,-0.006114,0.0530079,0.0109995,0.1368738,0.0081459,0.1116441,0.1776176,0.0746615,0.0279371,1.5008104,0.010961,0.1295556,0.1505278,22.1506233,62.576786,5.9796934,0.0213893,-0.0422712,-7.04E-02,-0.0351894,2,0.0636605,0.1330334
1546,1658,0.1592238,0.0458793,-0.001315,-0.0125071,-0.0067966,0.0471837,0.0195433,0.1033807,-0.0103673,0.1592238,0.1763688,0.0783575,0.0297405,1.3981482,0.0039524,0.1209586,0.1499781,19.9877052,281.7254944,4.1939855,0.0295557,-0.0276547,-7.35E-02,-0.036767,2,0.0572104,0.1887795
1547,1659,0.1661427,0.0760035,0.0221257,-0.004161,0.0008236,0.0661727,0.0431736,0.1417339,-0.0103673,0.1661427,0.1709027,0.0800323,0.0225794,1.4122622,0.0039524,0.1183597,0.1530886,20.7629509,290.8640747,4.1283236,0.0353698,-0.0226913,-9.87E-02,-0.0493474,2,0.0580611,0.2015125
1548,1660,0.1808118,0.0962347,0.0221257,-0.004161,0.0008236,0.0661727,0.0431736,0.1417339,-0.0096877,0.1808118,0.1709027,0.0800323,0.0225794,1.4122622,-0.0014269,0.1183597,0.1530886,21.536993,300.0401306,4.0628052,0.0353698,-0.0226913,-0.118925948,-0.059463,2,0.0580611,0.2161816
1549,1661,0.1840852,0.1030913,0.074848,-0.0027303,-0.009505,0.0993728,0.0425532,0.2180628,-0.0096877,0.1840852,0.2209833,0.0790593,0.0136756,1.5964215,-0.0014269,0.1692816,0.1867421,22.1707344,265.5875549,3.9043553,0.0180305,-0.057006,-0.16009729,-0.0800486,2,0.0750365,0.2021157
1550,1662,0.2377622,0.1649549,0.074848,-0.0027303,-0.009505,0.0993728,0.0425532,0.2180628,-0.0096877,0.2377622,0.2209833,0.0790593,0.0136756,1.5964215,-0.0014269,0.1692816,0.1867421,22.5955677,165.8617554,3.6103387,0.0180305,-0.057006,-0.221960913,-0.1109805,2,0.0750365,0.2557927
1551,1663,0.2316602,0.134576,0.021234,-0.0047412,0.0018251,0.0317957,0.0130049,0.0851773,-0.0289575,0.2316602,0.1990499,0.0872281,0.0380424,1.4324632,-0.0087833,0.1371205,0.1532917,23.0191994,66.0189819,3.3211315,0.0165184,-0.0189679,-0.153543878,-0.0767719,2,0.0354863,0.2481786
1552,1664,0.1615808,0.0378449,0.021234,-0.0047412,0.0018251,0.0317957,0.0130049,0.0851773,-0.0289575,0.1615808,0.1990499,0.0872281,0.0380424,1.4324632,-0.0087833,0.1371205,0.1532917,22.7235699,24.9020576,3.3518426,0.0165184,-0.0189679,-5.68E-02,-0.0284064,2,0.0354863,0.1780992
1553,1665,0.2445723,0.1138695,0.0379021,-0.0056148,0.0156827,0.067419,0.0208699,0.1826013,-0.0289575,0.2445723,0.2048517,0.0853905,0.0415534,1.4027196,-0.0087833,0.0908226,0.139514,21.7575779,38.5933647,3.673367,0.0493162,-0.0461894,-0.160058901,-0.0800295,2,0.0955056,0.2938885
1554,1666,0.2376585,0.1255706,0.0379021,-0.0056148,0.0156827,0.067419,0.0208699,0.1826013,-0.0137289,0.2376585,0.2048517,0.0853905,0.0415534,1.4027196,0.0070423,0.0908226,0.139514,20.7903843,52.2852364,3.9896221,0.0493162,-0.0461894,-0.171759978,-0.08588,2,0.0955056,0.2869747
1555,1667,0.1599499,0.0807729,0.0281626,-0.0000885,0.0063016,0.1087938,0.0501831,0.1914051,-0.0137289,0.1599499,0.1712732,0.0743973,0.0282418,1.3912809,0.0070423,0.1231713,0.1504344,20.1186581,50.0555763,3.3494058,0.0277778,-0.05822,-0.138992906,-0.0694965,2,0.0859978,0.1877277
1556,1668,0.1564626,0.0929603,0.0281626,-0.0000885,0.0063016,0.1087938,0.0501831,0.1914051,-0.0137289,0.1564626,0.1712732,0.0743973,0.0282418,1.3912809,0.0070423,0.1231713,0.1504344,19.6198235,38.559082,2.1571193,0.0277778,-0.05822,-0.151180357,-0.0755902,2,0.0859978,0.1842404
1557,1669,0.1051776,0.0426162,0.0310922,-0.0020688,0.0082802,0.1081527,0.0614769,0.2000152,-0.0173211,0.1051776,0.1662931,0.0716639,0.0260252,1.4328194,0.0067199,0.1460146,0.1555452,19.1233902,26.9628296,0.9619448,0.0097521,-0.0466552,-8.93E-02,-0.0446357,2,0.0564073,0.1149297
1558,1670,0.1691053,0.1041363,0.0310922,-0.0020688,0.0082802,0.1081527,0.0614769,0.2000152,-0.0173211,0.1691053,0.1662931,0.0716639,0.0260252,1.4328194,0.0067199,0.1460146,0.1555452,19.3552437,71.2050095,1.2878015,0.0097521,-0.0466552,-0.150791474,-0.0753957,2,0.0564073,0.1788574
1559,1671,0.1520106,0.0861918,0.0059498,-0.0137253,-0.0031283,0.1086482,0.0412425,0.1972637,-0.0173211,0.1520106,0.1510731,0.0645596,0.0205062,1.4362974,0.0067199,0.1664499,0.1537954,19.8316212,134.1699829,2.122442,-0.012987,-0.0680967,-0.154288545,-0.0771443,2,0.0551097,0.1390236
1560,1672,0.1473033,0.0632027,0.0059498,-0.0137253,-0.0031283,0.1086482,0.0412425,0.1972637,-0.0260797,0.1473033,0.1510731,0.0645596,0.0205062,1.4362974,0.0073932,0.1664499,0.1537954,20.3115997,197.3151703,2.9605546,-0.012987,-0.0680967,-0.131299362,-0.0656497,2,0.0551097,0.1343163
1561,1673,0.1276987,0.061591,0.0134887,-0.007603,0.0121208,0.0385669,0.0406946,0.0994546,-0.0260797,0.1276987,0.1521878,0.0657453,0.0337036,1.2791469,0.0073932,0.0555058,0.1366612,20.3801041,190.4473572,3.4697669,0.0817757,0.0026193,-5.90E-02,-0.0294858,2,0.0791564,0.2094744
1562,1674,0.1274205,0.0574014,0.0134887,-0.007603,0.0121208,0.0385669,0.0406946,0.0994546,-0.0260797,0.1274205,0.1521878,0.0657453,0.0337036,1.2791469,0.0073932,0.0555058,0.1366612,20.3852978,172.8147125,3.9294972,0.0817757,0.0026193,-5.48E-02,-0.0273911,2,0.0791564,0.2091962
1563,1675,0.1244576,0.0626418,0.0407984,0.0216948,0.0187754,0.0986881,0.0630821,0.2085236,-0.0100509,0.1244576,0.1717259,0.0877617,0.0348525,1.3927835,0.014686,0.1269127,0.1474401,20.3904915,155.1500244,4.3904862,0.0209189,-0.0353485,-9.80E-02,-0.0489952,2,0.0562674,0.1453765
1564,1676,0.143379,0.0769641,0.0407984,0.0216948,0.0187754,0.0986881,0.0630821,0.2085236,-0.0100509,0.143379,0.1717259,0.0877617,0.0348525,1.3927835,0.014686,0.1269127,0.1474401,19.4408913,146.6858368,4.5995884,0.0209189,-0.0353485,-0.112312689,-0.0561563,2,0.0562674,0.1642979
1565,1677,0.1405332,0.078564,0.0160801,-0.0041044,0.0008365,0.1335281,0.0606722,0.2745452,-0.0100509,0.1405332,0.1474713,0.0674046,0.0184836,1.5314804,0.014686,0.1834182,0.1578696,18.4743385,138.3714142,4.8070269,-0.0263105,-0.0738482,-0.152412251,-0.0762061,2,0.0475377,0.1142227
1566,1678,0.1350511,0.0771946,0.0160801,-0.0041044,0.0008365,0.1335281,0.0606722,0.2745452,-0.0098292,0.1350511,0.1474713,0.0674046,0.0184836,1.5314804,0.0048511,0.1834182,0.1578696,17.5482521,133.2952423,4.877717,-0.0263105,-0.0738482,-0.151042834,-0.0755214,2,0.0475377,0.1087406
1567,1679,0.1096979,0.0508026,0.0042186,-0.0013877,0.0057887,0.0555941,0.0523265,0.1699809,-0.0098292,0.1096979,0.1324686,0.0660528,0.0234435,1.4149841,0.0048511,0.1133098,0.1431823,16.9941025,157.2200623,3.697576,0.0303652,-0.0029496,-5.38E-02,-0.0268761,2,0.0333148,0.1400631
1568,1680,0.1093897,0.051674,0.0042186,-0.0013877,0.0057887,0.0555941,0.0523265,0.1699809,-0.0098292,0.1093897,0.1324686,0.0660528,0.0234435,1.4149841,0.0048511,0.1133098,0.1431823,16.4375515,181.0188141,2.5127499,0.0303652,-0.0029496,-0.054623619,-0.0273118,2,0.0333148,0.1397549
1569,1681,0.1189969,0.0570892,0.0074426,-0.0024322,0.0071233,0.0732879,0.0572552,0.1361939,-0.0076985,0.1189969,0.1406145,0.0709623,0.0231342,1.3775731,0.0154456,0.1025766,0.1449745,16.1648903,205.2381897,1.7574674,0.043038,-0.0155431,-7.26E-02,-0.0363161,2,0.0585811,0.1620349
1570,1682,0.1033812,0.0507149,0.0074426,-0.0024322,0.0071233,0.0732879,0.0572552,0.1361939,-0.0076985,0.1033812,0.1406145,0.0709623,0.0231342,1.3775731,0.0154456,0.1025766,0.1449745,16.9246311,231.4488831,2.5695632,0.043038,-0.0155431,-6.63E-02,-0.033129,2,0.0585811,0.1464192
1571,1683,0.1386113,0.0828715,0.0422022,0.0078273,0.0119823,0.0320256,0.0677984,0.0481699,-0.0076985,0.1386113,0.165109,0.0763781,0.0225026,1.3386564,0.0154456,0.0917729,0.1543655,17.6831703,257.7683411,3.3829765,0.0634921,0.0365328,-4.63E-02,-0.0231693,1,0.0269593,0.2021034
1572,1684,0.175552,0.1272575,0.0422022,0.0078273,0.0119823,0.0320256,0.0677984,0.0481699,0.0019482,0.175552,0.165109,0.0763781,0.0225026,1.3386564,0.0204051,0.0917729,0.1543655,18.4910583,270.0880432,3.6243336,0.0634921,0.0365328,-9.07E-02,-0.0453623,1,0.0269593,0.2390441
1573,1685,0.1411396,0.0946279,0.0422889,0.0207328,0.0400051,-0.0144353,0.0440177,-0.0102642,0.0019482,0.1411396,0.1662404,0.0901978,0.0469631,1.2718053,0.0204051,0.0532885,0.1392405,19.4012222,254.3325195,2.7200842,0.0865945,0.058917,-3.57E-02,-0.0178555,0,0.0276775,0.2277341
1574,1686,0.1142712,0.0597851,0.0422889,0.0207328,0.0400051,-0.0144353,0.0440177,-0.0102642,0.0019482,0.1142712,0.1662404,0.0901978,0.0469631,1.2718053,0.0204051,0.0532885,0.1392405,20.3137836,238.7295685,1.8166593,0.0865945,0.058917,-8.68E-04,-0.000434,0,0.0276775,0.2008657
